object_id,stop_id,stop_name,route_id,destination,day_type,peak_ind,average_sec,std_sec,p05_sec,p50_sec,p95_sec
609,70162,Woodland,Green-D,Government Center,saturday,offpeak,637.43,261.16,332.7,590,1128.3
610,70162,Woodland,Green-D,Government Center,sunday,offpeak,753.71,309.11,409,676,1324.35
611,70162,Woodland,Green-D,Government Center,weekday,offpeak,548.96,287.63,178,505,1066.6
612,70162,Woodland,Green-D,Government Center,weekday,peak,404.49,193.11,166.7,371,760
613,70163,Woodland,Green-D,Riverside,saturday,offpeak,642.99,334.76,205.7,585,1261.3
614,70163,Woodland,Green-D,Riverside,sunday,offpeak,752.56,388.32,235.8,677,1485.4
615,70163,Woodland,Green-D,Riverside,weekday,offpeak,492,396.24,69,421,1221.85
616,70163,Woodland,Green-D,Riverside,weekday,peak,468.76,376.88,67,379,1170
617,70164,Waban,Green-D,Government Center,saturday,offpeak,637.08,266.04,307.3,592,1143
618,70164,Waban,Green-D,Government Center,sunday,offpeak,750.01,307.53,405.7,677,1338.9
619,70164,Waban,Green-D,Government Center,weekday,offpeak,546.66,290.68,168.85,505,1080
620,70164,Waban,Green-D,Government Center,weekday,peak,402.8,199.5,145,370,767.65
