Season,Route_Id,Route_Name,Day_Type_Name,Time_Period_Id,Time_Period_Name,Stop_Name,Total_Ons,Total_Offs,Number_Service_Days,Average_Ons,Average_Offs,Average_Flow,Year
Fall 2019,Green,Green Line,Weekday,1,Very Early Morning,Allston Street,0,17,77,0,0,4,2019
Fall 2019,Green,Green Line,Weekday,1,Very Early Morning,Arlington,2675,8021,77,35,104,381,2019
Fall 2019,Green,Green Line,Weekday,1,Very Early Morning,Babcock Street,0,151,77,0,2,8,2019
Fall 2019,Green,Green Line,Weekday,1,Very Early Morning,Back of the Hill,0,36,77,0,0,4,2019
Fall 2019,Green,Green Line,Weekday,1,Very Early Morning,Beaconsfield,12,67,77,0,1,44,2019
Fall 2019,Green,Green Line,Weekday,1,Very Early Morning,Washington Square,0,22,77,0,0,2,2019
Fall 2019,Green,Green Line,Weekday,1,Very Early Morning,Blandford Street,3,52,77,0,1,15,2019
Fall 2019,Green,Green Line,Weekday,1,Very Early Morning,Brandon Hall,0,1,77,0,0,2,2019
Fall 2019,Green,Green Line,Weekday,1,Very Early Morning,Boylston,1632,3604,77,21,47,450,2019
Fall 2019,Green,Green Line,Weekday,1,Very Early Morning,Packards Corner,0,64,77,0,1,8,2019
Fall 2019,Green,Green Line,Weekday,1,Very Early Morning,Brookline Hills,13,80,77,0,1,44,2019
Fall 2019,Green,Green Line,Weekday,1,Very Early Morning,Brigham Circle,1,1868,77,0,24,11,2019
Fall 2019,Green,Green Line,Weekday,1,Very Early Morning,Boston Univ. Central,4,138,77,0,2,12,2019
Fall 2019,Green,Green Line,Weekday,1,Very Early Morning,Boston Univ. East,0,72,77,0,1,14,2019
Fall 2019,Green,Green Line,Weekday,1,Very Early Morning,Boston Univ. West,0,49,77,0,1,12,2019
Fall 2019,Green,Green Line,Weekday,1,Very Early Morning,Brookline Village,269,149,77,3,2,45,2019
Fall 2019,Green,Green Line,Weekday,1,Very Early Morning,Chestnut Hill,17,255,77,0,3,37,2019
Fall 2019,Green,Green Line,Weekday,1,Very Early Morning,Chestnut Hill Ave.,0,21,77,0,0,1,2019
Fall 2019,Green,Green Line,Weekday,1,Very Early Morning,Chiswick Road,0,84,77,0,1,1,2019
Fall 2019,Green,Green Line,Weekday,1,Very Early Morning,Cleveland Circle,0,31,77,0,0,0,2019
Fall 2019,Green,Green Line,Weekday,1,Very Early Morning,Copley,1414,8290,77,18,108,160,2019
Fall 2019,Green,Green Line,Weekday,1,Very Early Morning,Coolidge Corner,0,233,77,0,3,3,2019
Fall 2019,Green,Green Line,Weekday,1,Very Early Morning,Dean Road,0,1,77,0,0,2,2019
Fall 2019,Green,Green Line,Weekday,1,Very Early Morning,Eliot,0,109,77,0,1,17,2019
Fall 2019,Green,Green Line,Weekday,1,Very Early Morning,Englewood Ave.,0,91,77,0,1,0,2019
Fall 2019,Green,Green Line,Weekday,1,Very Early Morning,Fairbanks Street,0,4,77,0,0,2,2019
Fall 2019,Green,Green Line,Weekday,1,Very Early Morning,Fenwood Road,0,145,77,0,2,9,2019
Fall 2019,Green,Green Line,Weekday,1,Very Early Morning,Fenway,4,251,77,0,3,49,2019
Fall 2019,Green,Green Line,Weekday,1,Very Early Morning,Government Center,29800,3744,77,387,49,681,2019
Fall 2019,Green,Green Line,Weekday,1,Very Early Morning,Griggs Street,0,13,77,0,0,5,2019
Fall 2019,Green,Green Line,Weekday,1,Very Early Morning,Haymarket,18429,560,77,239,7,343,2019
Fall 2019,Green,Green Line,Weekday,1,Very Early Morning,Harvard Ave.,0,220,77,0,3,5,2019
Fall 2019,Green,Green Line,Weekday,1,Very Early Morning,Heath Street,0,290,77,0,4,0,2019
Fall 2019,Green,Green Line,Weekday,1,Very Early Morning,Hawes Street,0,67,77,0,1,6,2019
Fall 2019,Green,Green Line,Weekday,1,Very Early Morning,Hynes Convention Center,526,2342,77,7,30,151,2019
Fall 2019,Green,Green Line,Weekday,1,Very Early Morning,Kenmore,164,5578,77,2,72,27,2019
Fall 2019,Green,Green Line,Weekday,1,Very Early Morning,Kent Street,0,41,77,0,1,6,2019
Fall 2019,Green,Green Line,Weekday,1,Very Early Morning,Boston College,0,39,77,0,1,0,2019
Fall 2019,Green,Green Line,Weekday,1,Very Early Morning,Lechmere,6004,0,77,78,0,78,2019
Fall 2019,Green,Green Line,Weekday,1,Very Early Morning,Longwood Medical Area,9,989,77,0,13,35,2019
Fall 2019,Green,Green Line,Weekday,1,Very Early Morning,Longwood,14,453,77,0,6,44,2019
Fall 2019,Green,Green Line,Weekday,1,Very Early Morning,Museum of Fine Arts,51,333,77,1,4,48,2019
Fall 2019,Green,Green Line,Weekday,1,Very Early Morning,Mission Park,0,235,77,0,3,6,2019
Fall 2019,Green,Green Line,Weekday,1,Very Early Morning,Newton Highlands,11,895,77,0,12,19,2019
Fall 2019,Green,Green Line,Weekday,1,Very Early Morning,Newton Centre,0,499,77,0,6,30,2019
Fall 2019,Green,Green Line,Weekday,1,Very Early Morning,North Station,3795,894,77,49,12,111,2019
Fall 2019,Green,Green Line,Weekday,1,Very Early Morning,Northeastern University,14,984,77,0,13,51,2019
Fall 2019,Green,Green Line,Weekday,1,Very Early Morning,Park Street,9557,25379,77,124,330,476,2019
Fall 2019,Green,Green Line,Weekday,1,Very Early Morning,Pleasant Street,0,40,77,0,1,10,2019
Fall 2019,Green,Green Line,Weekday,1,Very Early Morning,Prudential,93,3430,77,1,45,74,2019
Fall 2019,Green,Green Line,Weekday,5,Midday School,Kent Street,523,1040,77,7,14,360,2019
Fall 2019,Green,Green Line,Weekday,5,Midday School,Boston College,0,1571,77,0,20,0,2019
Fall 2019,Green,Green Line,Weekday,5,Midday School,Lechmere,60734,0,77,789,0,789,2019
Fall 2019,Green,Green Line,Weekday,5,Midday School,Longwood Medical Area,838,7853,77,11,102,298,2019
Fall 2019,Green,Green Line,Weekday,5,Midday School,Longwood,5734,5023,77,74,65,675,2019
Fall 2019,Green,Green Line,Weekday,5,Midday School,Museum of Fine Arts,775,5122,77,10,67,390,2019
Fall 2019,Green,Green Line,Weekday,5,Midday School,Mission Park,84,5006,77,1,65,105,2019
Fall 2019,Green,Green Line,Weekday,5,Midday School,Newton Highlands,335,4846,77,4,63,294,2019
Fall 2019,Green,Green Line,Weekday,5,Midday School,Newton Centre,596,4894,77,8,64,352,2019
Fall 2019,Green,Green Line,Weekday,4,Midday Base,Riverway,91,3905,77,1,51,63,2019
Fall 2019,Green,Green Line,Weekday,5,Midday School,North Station,49784,7061,77,647,92,1347,2019
Fall 2019,Green,Green Line,Weekday,5,Midday School,Northeastern University,2397,10702,77,31,139,446,2019
Fall 2019,Green,Green Line,Weekday,5,Midday School,Park Street,195121,114785,77,2534,1491,4422,2019
Fall 2019,Green,Green Line,Weekday,5,Midday School,Pleasant Street,1039,3295,77,13,43,669,2019
Fall 2019,Green,Green Line,Weekday,5,Midday School,Prudential,4253,29944,77,55,389,748,2019
Fall 2019,Green,Green Line,Weekday,5,Midday School,Riverside,0,4054,77,0,53,0,2019
Fall 2019,Green,Green Line,Weekday,5,Midday School,Reservoir,1768,8883,77,23,115,449,2019
Fall 2019,Green,Green Line,Weekday,5,Midday School,Riverway,58,3909,77,1,51,55,2019
Fall 2019,Green,Green Line,Weekday,5,Midday School,Saint Mary Street,2818,5899,77,37,77,379,2019
Fall 2019,Green,Green Line,Weekday,5,Midday School,South Street,0,1110,77,0,14,20,2019
Fall 2019,Green,Green Line,Weekday,5,Midday School,Science Park,56391,56160,77,732,729,792,2019
Fall 2019,Green,Green Line,Weekday,5,Midday School,Sutherland Road,109,2181,77,1,28,102,2019
Fall 2019,Green,Green Line,Weekday,5,Midday School,Saint Paul Street,1485,3680,77,19,48,698,2019
Fall 2019,Green,Green Line,Weekday,5,Midday School,Saint Paul Street,519,1900,77,7,25,342,2019
Fall 2019,Green,Green Line,Weekday,5,Midday School,Summit Ave.,695,3691,77,9,48,201,2019
Fall 2019,Green,Green Line,Weekday,5,Midday School,Symphony,3428,18412,77,45,239,554,2019
Fall 2019,Green,Green Line,Weekday,5,Midday School,Tappan Street,229,2819,77,3,37,90,2019
Fall 2019,Green,Green Line,Weekday,5,Midday School,Waban,109,1641,77,1,21,250,2019
Fall 2019,Green,Green Line,Weekday,5,Midday School,Washington Street,687,6057,77,9,79,129,2019
Fall 2019,Green,Green Line,Weekday,5,Midday School,Woodland,2,3006,77,0,39,211,2019
Fall 2019,Green,Green Line,Weekday,5,Midday School,Warren Street,904,5835,77,12,76,199,2019
Fall 2019,Green,Green Line,Weekday,6,Pm Peak,Allston Street,978,9838,77,13,128,532,2019
Fall 2019,Green,Green Line,Weekday,6,Pm Peak,Arlington,58915,63800,77,765,829,7881,2019
Fall 2019,Green,Green Line,Weekday,6,Pm Peak,Babcock Street,1281,10913,77,17,142,1218,2019
Fall 2019,Green,Green Line,Weekday,6,Pm Peak,Back of the Hill,0,3031,77,0,39,73,2019
Fall 2019,Green,Green Line,Weekday,6,Pm Peak,Beaconsfield,613,9776,77,8,127,1049,2019
Fall 2019,Green,Green Line,Weekday,6,Pm Peak,Washington Square,451,7361,77,6,96,293,2019
Fall 2019,Green,Green Line,Weekday,6,Pm Peak,Blandford Street,4158,4871,77,54,63,1448,2019
Fall 2019,Green,Green Line,Weekday,6,Pm Peak,Brandon Hall,129,3236,77,2,42,450,2019
Fall 2019,Green,Green Line,Weekday,6,Pm Peak,Boylston,85739,48170,77,1113,626,7944,2019
Fall 2019,Green,Green Line,Weekday,6,Pm Peak,Packards Corner,3025,12287,77,39,160,1098,2019
Fall 2019,Green,Green Line,Weekday,6,Pm Peak,Brookline Hills,992,6954,77,13,90,1168,2019
Fall 2019,Green,Green Line,Weekday,6,Pm Peak,Brigham Circle,1209,10274,77,16,133,402,2019
Fall 2019,Green,Green Line,Weekday,6,Pm Peak,Boston Univ. Central,4027,5121,77,52,67,1443,2019
Fall 2019,Green,Green Line,Weekday,6,Pm Peak,Boston Univ. East,4015,3358,77,52,44,1457,2019
Fall 2019,Green,Green Line,Weekday,6,Pm Peak,Boston Univ. West,2162,3190,77,28,41,1429,2019
Fall 2019,Green,Green Line,Weekday,6,Pm Peak,Brookline Village,2700,15112,77,35,196,1245,2019
Fall 2019,Green,Green Line,Weekday,6,Pm Peak,Chestnut Hill,1036,5206,77,13,68,778,2019
Fall 2019,Green,Green Line,Weekday,6,Pm Peak,Chestnut Hill Ave.,251,3432,77,3,45,62,2019
Fall 2019,Green,Green Line,Weekday,6,Pm Peak,Chiswick Road,165,6445,77,2,84,104,2019
Fall 2019,Green,Green Line,Weekday,6,Pm Peak,Cleveland Circle,0,3286,77,0,43,0,2019
Fall 2019,Green,Green Line,Weekday,4,Midday Base,Saint Mary Street,2191,9535,77,28,124,386,2019
Fall 2019,Green,Green Line,Weekday,4,Midday Base,South Street,0,1454,77,0,19,34,2019
Fall 2019,Green,Green Line,Weekday,4,Midday Base,Science Park,74909,76928,77,973,999,1056,2019
Fall 2019,Green,Green Line,Weekday,4,Midday Base,Sutherland Road,338,1478,77,4,19,125,2019
Fall 2019,Green,Green Line,Weekday,4,Midday Base,Saint Paul Street,1228,5141,77,16,67,678,2019
Fall 2019,Green,Green Line,Weekday,4,Midday Base,Saint Paul Street,423,1988,77,5,26,330,2019
Fall 2019,Green,Green Line,Weekday,4,Midday Base,Summit Ave.,599,3698,77,8,48,161,2019
Fall 2019,Green,Green Line,Weekday,4,Midday Base,Symphony,4761,23771,77,62,309,842,2019
Fall 2019,Green,Green Line,Weekday,4,Midday Base,Tappan Street,219,2197,77,3,29,75,2019
Fall 2019,Green,Green Line,Weekday,4,Midday Base,Waban,186,1226,77,2,16,185,2019
Fall 2019,Green,Green Line,Weekday,4,Midday Base,Washington Street,1080,4977,77,14,65,139,2019
Fall 2019,Green,Green Line,Weekday,4,Midday Base,Woodland,15,3617,77,0,47,139,2019
Fall 2019,Green,Green Line,Weekday,4,Midday Base,Warren Street,932,4978,77,12,65,190,2019
Fall 2019,Green,Green Line,Weekday,5,Midday School,Allston Street,706,4528,77,9,59,263,2019
Fall 2019,Green,Green Line,Weekday,5,Midday School,Arlington,32255,49456,77,419,642,4451,2019
Fall 2019,Green,Green Line,Weekday,5,Midday School,Babcock Street,1187,7062,77,15,92,592,2019
Fall 2019,Green,Green Line,Weekday,5,Midday School,Back of the Hill,0,1381,77,0,18,37,2019
Fall 2019,Green,Green Line,Weekday,5,Midday School,Beaconsfield,587,4113,77,8,53,541,2019
Fall 2019,Green,Green Line,Weekday,5,Midday School,Washington Square,290,3313,77,4,43,124,2019
Fall 2019,Green,Green Line,Weekday,5,Midday School,Blandford Street,4361,2948,77,57,38,702,2019
Fall 2019,Green,Green Line,Weekday,5,Midday School,Brandon Hall,83,1116,77,1,14,188,2019
Fall 2019,Green,Green Line,Weekday,5,Midday School,Boylston,48796,29388,77,634,382,4674,2019
Fall 2019,Green,Green Line,Weekday,5,Midday School,Packards Corner,2389,6592,77,31,86,538,2019
Fall 2019,Green,Green Line,Weekday,5,Midday School,Brookline Hills,1899,3583,77,25,47,587,2019
Fall 2019,Green,Green Line,Weekday,5,Midday School,Brigham Circle,714,7327,77,9,95,213,2019
Fall 2019,Green,Green Line,Weekday,5,Midday School,Boston Univ. Central,4660,3822,77,61,50,738,2019
Fall 2019,Green,Green Line,Weekday,5,Midday School,Boston Univ. East,4654,2655,77,60,34,728,2019
Fall 2019,Green,Green Line,Weekday,5,Midday School,Boston Univ. West,1580,2491,77,21,32,727,2019
Fall 2019,Green,Green Line,Weekday,5,Midday School,Brookline Village,3356,8454,77,44,110,609,2019
Fall 2019,Green,Green Line,Weekday,5,Midday School,Chestnut Hill,714,3865,77,9,50,408,2019
Fall 2019,Green,Green Line,Weekday,5,Midday School,Chestnut Hill Ave.,82,2373,77,1,31,35,2019
Fall 2019,Green,Green Line,Weekday,5,Midday School,Chiswick Road,61,2959,77,1,38,65,2019
Fall 2019,Green,Green Line,Weekday,5,Midday School,Cleveland Circle,0,1466,77,0,19,0,2019
Fall 2019,Green,Green Line,Weekday,5,Midday School,Copley,53376,91200,77,693,1184,2429,2019
Fall 2019,Green,Green Line,Weekday,5,Midday School,Coolidge Corner,4041,11896,77,52,154,240,2019
Fall 2019,Green,Green Line,Weekday,5,Midday School,Dean Road,21,1787,77,0,23,67,2019
Fall 2019,Green,Green Line,Weekday,5,Midday School,Eliot,112,1957,77,1,25,270,2019
Fall 2019,Green,Green Line,Weekday,5,Midday School,Englewood Ave.,2,3715,77,0,48,19,2019
Fall 2019,Green,Green Line,Weekday,5,Midday School,Fairbanks Street,134,2013,77,2,26,163,2019
Fall 2019,Green,Green Line,Weekday,5,Midday School,Fenwood Road,307,3685,77,4,48,169,2019
Fall 2019,Green,Green Line,Weekday,5,Midday School,Fenway,4243,5959,77,55,77,666,2019
Fall 2019,Green,Green Line,Weekday,5,Midday School,Government Center,139594,27389,77,1813,356,3379,2019
Fall 2019,Green,Green Line,Weekday,5,Midday School,Griggs Street,724,5659,77,9,73,313,2019
Fall 2019,Green,Green Line,Weekday,5,Midday School,Haymarket,56319,12021,77,731,156,1922,2019
Fall 2019,Green,Green Line,Weekday,5,Midday School,Harvard Ave.,3585,15999,77,47,208,377,2019
Fall 2019,Green,Green Line,Weekday,5,Midday School,Heath Street,0,2837,77,0,37,0,2019
Fall 2019,Green,Green Line,Weekday,5,Midday School,Hawes Street,529,1518,77,7,20,367,2019
Fall 2019,Green,Green Line,Weekday,5,Midday School,Hynes Convention Center,29398,56794,77,382,738,2522,2019
Fall 2019,Green,Green Line,Weekday,5,Midday School,Kenmore,20934,77237,77,272,1003,597,2019
Fall 2019,Green,Green Line,Weekday,2,Early Am,Hynes Convention Center,2070,9704,77,27,126,586,2019
Fall 2019,Green,Green Line,Weekday,2,Early Am,Kenmore,3326,21735,77,43,282,116,2019
Fall 2019,Green,Green Line,Weekday,2,Early Am,Kent Street,13,222,77,0,3,44,2019
Fall 2019,Green,Green Line,Weekday,2,Early Am,Boston College,0,253,77,0,3,0,2019
Fall 2019,Green,Green Line,Weekday,2,Early Am,Lechmere,14874,0,77,193,0,193,2019
Fall 2019,Green,Green Line,Weekday,2,Early Am,Longwood Medical Area,56,4458,77,1,58,122,2019
Fall 2019,Green,Green Line,Weekday,2,Early Am,Longwood,173,2555,77,2,33,136,2019
Fall 2019,Green,Green Line,Weekday,2,Early Am,Museum of Fine Arts,35,1048,77,0,14,180,2019
Fall 2019,Green,Green Line,Weekday,2,Early Am,Mission Park,1,496,77,0,6,26,2019
Fall 2019,Green,Green Line,Weekday,2,Early Am,Newton Highlands,37,2409,77,0,31,68,2019
Fall 2019,Green,Green Line,Weekday,2,Early Am,Newton Centre,67,1229,77,1,16,99,2019
Fall 2019,Green,Green Line,Weekday,2,Early Am,North Station,23886,1511,77,310,20,420,2019
Fall 2019,Green,Green Line,Weekday,2,Early Am,Northeastern University,199,2094,77,3,27,193,2019
Fall 2019,Green,Green Line,Weekday,2,Early Am,Park Street,51148,48966,77,664,636,1659,2019
Fall 2019,Green,Green Line,Weekday,2,Early Am,Pleasant Street,32,350,77,0,5,57,2019
Fall 2019,Green,Green Line,Weekday,2,Early Am,Prudential,635,9204,77,8,120,239,2019
Fall 2019,Green,Green Line,Weekday,2,Early Am,Riverside,0,907,77,0,12,0,2019
Fall 2019,Green,Green Line,Weekday,2,Early Am,Reservoir,837,801,77,11,10,127,2019
Fall 2019,Green,Green Line,Weekday,2,Early Am,Riverway,7,582,77,0,8,18,2019
Fall 2019,Green,Green Line,Weekday,2,Early Am,Saint Mary Street,37,2462,77,0,32,54,2019
Fall 2019,Green,Green Line,Weekday,2,Early Am,South Street,0,53,77,0,1,3,2019
Fall 2019,Green,Green Line,Weekday,2,Early Am,Science Park,6290,11183,77,82,145,130,2019
Fall 2019,Green,Green Line,Weekday,2,Early Am,Sutherland Road,6,38,77,0,0,12,2019
Fall 2019,Green,Green Line,Weekday,2,Early Am,Saint Paul Street,60,443,77,1,6,61,2019
Fall 2019,Green,Green Line,Weekday,2,Early Am,Saint Paul Street,37,177,77,0,2,43,2019
Fall 2019,Green,Green Line,Weekday,2,Early Am,Summit Ave.,30,346,77,0,4,20,2019
Fall 2019,Green,Green Line,Weekday,2,Early Am,Symphony,698,2391,77,9,31,217,2019
Fall 2019,Green,Green Line,Weekday,2,Early Am,Tappan Street,2,276,77,0,4,10,2019
Fall 2019,Green,Green Line,Weekday,2,Early Am,Waban,0,178,77,0,2,61,2019
Fall 2019,Green,Green Line,Weekday,2,Early Am,Washington Street,100,584,77,1,8,12,2019
Fall 2019,Green,Green Line,Weekday,2,Early Am,Woodland,6,1095,77,0,14,47,2019
Fall 2019,Green,Green Line,Weekday,2,Early Am,Warren Street,112,1207,77,1,16,18,2019
Fall 2019,Green,Green Line,Weekday,3,Am Peak,Allston Street,1028,818,77,13,11,125,2019
Fall 2019,Green,Green Line,Weekday,3,Am Peak,Arlington,21995,173385,77,286,2252,5568,2019
Fall 2019,Green,Green Line,Weekday,3,Am Peak,Babcock Street,291,6728,77,4,87,195,2019
Fall 2019,Green,Green Line,Weekday,3,Am Peak,Back of the Hill,0,398,77,0,5,34,2019
Fall 2019,Green,Green Line,Weekday,3,Am Peak,Beaconsfield,1306,980,77,17,13,354,2019
Fall 2019,Green,Green Line,Weekday,3,Am Peak,Washington Square,275,1197,77,4,16,48,2019
Fall 2019,Green,Green Line,Weekday,3,Am Peak,Blandford Street,485,3674,77,6,48,496,2019
Fall 2019,Green,Green Line,Weekday,3,Am Peak,Brandon Hall,141,215,77,2,3,65,2019
Fall 2019,Green,Green Line,Weekday,3,Am Peak,Boylston,29669,47025,77,385,611,7534,2019
Fall 2019,Green,Green Line,Weekday,3,Am Peak,Packards Corner,386,1787,77,5,23,177,2019
Fall 2019,Green,Green Line,Weekday,3,Am Peak,Brookline Hills,1189,2365,77,15,31,350,2019
Fall 2019,Green,Green Line,Weekday,3,Am Peak,Brigham Circle,178,14986,77,2,195,105,2019
Fall 2019,Green,Green Line,Weekday,3,Am Peak,Boston Univ. Central,373,5072,77,5,66,404,2019
Fall 2019,Green,Green Line,Weekday,3,Am Peak,Boston Univ. East,344,2686,77,4,35,465,2019
Fall 2019,Green,Green Line,Weekday,3,Am Peak,Boston Univ. West,130,2950,77,2,38,368,2019
Fall 2019,Green,Green Line,Weekday,3,Am Peak,Brookline Village,3182,6568,77,41,85,365,2019
Fall 2019,Green,Green Line,Weekday,3,Am Peak,Chestnut Hill,461,4176,77,6,54,311,2019
Fall 2019,Green,Green Line,Weekday,3,Am Peak,Chestnut Hill Ave.,78,2293,77,1,30,34,2019
Fall 2019,Green,Green Line,Weekday,6,Pm Peak,Copley,110914,136994,77,1440,1779,4780,2019
Fall 2019,Green,Green Line,Weekday,6,Pm Peak,Coolidge Corner,6180,22956,77,80,298,590,2019
Fall 2019,Green,Green Line,Weekday,6,Pm Peak,Dean Road,82,4551,77,1,59,161,2019
Fall 2019,Green,Green Line,Weekday,6,Pm Peak,Eliot,122,4592,77,2,60,518,2019
Fall 2019,Green,Green Line,Weekday,6,Pm Peak,Englewood Ave.,0,9132,77,0,119,43,2019
Fall 2019,Green,Green Line,Weekday,6,Pm Peak,Fairbanks Street,195,5362,77,3,70,383,2019
Fall 2019,Green,Green Line,Weekday,6,Pm Peak,Fenwood Road,484,5444,77,6,71,338,2019
Fall 2019,Green,Green Line,Weekday,6,Pm Peak,Fenway,4058,10898,77,53,142,1403,2019
Fall 2019,Green,Green Line,Weekday,6,Pm Peak,Government Center,217400,40465,77,2823,526,5412,2019
Fall 2019,Green,Green Line,Weekday,6,Pm Peak,Griggs Street,964,11147,77,13,145,647,2019
Fall 2019,Green,Green Line,Weekday,6,Pm Peak,Haymarket,68507,24342,77,890,316,3114,2019
Fall 2019,Green,Green Line,Weekday,6,Pm Peak,Harvard Ave.,4961,29522,77,64,383,779,2019
Fall 2019,Green,Green Line,Weekday,6,Pm Peak,Heath Street,0,5638,77,0,73,0,2019
Fall 2019,Green,Green Line,Weekday,6,Pm Peak,Hawes Street,739,2478,77,10,32,882,2019
Fall 2019,Green,Green Line,Weekday,6,Pm Peak,Hynes Convention Center,69189,100618,77,899,1307,5381,2019
Fall 2019,Green,Green Line,Weekday,6,Pm Peak,Kenmore,37023,149123,77,481,1937,1308,2019
Fall 2019,Green,Green Line,Weekday,6,Pm Peak,Kent Street,711,2142,77,9,28,864,2019
Fall 2019,Green,Green Line,Weekday,6,Pm Peak,Boston College,0,2463,77,0,32,0,2019
Fall 2019,Green,Green Line,Weekday,6,Pm Peak,Lechmere,125015,0,77,1624,0,1624,2019
Fall 2019,Green,Green Line,Weekday,6,Pm Peak,Longwood Medical Area,1275,11172,77,17,145,520,2019
Fall 2019,Green,Green Line,Weekday,6,Pm Peak,Longwood,7082,6802,77,92,88,1406,2019
Fall 2019,Green,Green Line,Weekday,6,Pm Peak,Museum of Fine Arts,1214,9202,77,16,120,648,2019
Fall 2019,Green,Green Line,Weekday,6,Pm Peak,Mission Park,197,8996,77,3,117,223,2019
Fall 2019,Green,Green Line,Weekday,6,Pm Peak,Newton Highlands,339,8459,77,4,110,576,2019
Fall 2019,Green,Green Line,Weekday,6,Pm Peak,Newton Centre,663,8133,77,9,106,681,2019
Fall 2019,Green,Green Line,Weekday,6,Pm Peak,North Station,94373,17351,77,1226,225,2541,2019
Fall 2019,Green,Green Line,Weekday,6,Pm Peak,Northeastern University,3516,19278,77,46,250,752,2019
Fall 2019,Green,Green Line,Weekday,6,Pm Peak,Park Street,344688,187271,77,4476,2432,7456,2019
Fall 2019,Green,Green Line,Weekday,6,Pm Peak,Pleasant Street,1293,4487,77,17,58,1344,2019
Fall 2019,Green,Green Line,Weekday,6,Pm Peak,Prudential,8391,38814,77,109,504,1358,2019
Fall 2019,Green,Green Line,Weekday,6,Pm Peak,Riverside,0,8061,77,0,105,0,2019
Fall 2019,Green,Green Line,Weekday,6,Pm Peak,Reservoir,1556,18190,77,20,236,833,2019
Fall 2019,Green,Green Line,Weekday,6,Pm Peak,Riverway,137,8669,77,2,113,113,2019
Fall 2019,Green,Green Line,Weekday,6,Pm Peak,Saint Mary Street,3967,9465,77,52,123,905,2019
Fall 2019,Green,Green Line,Weekday,6,Pm Peak,South Street,0,2329,77,0,30,32,2019
Fall 2019,Green,Green Line,Weekday,6,Pm Peak,Science Park,111340,117743,77,1446,1529,1540,2019
Fall 2019,Green,Green Line,Weekday,6,Pm Peak,Sutherland Road,181,5103,77,2,66,185,2019
Fall 2019,Green,Green Line,Weekday,6,Pm Peak,Saint Paul Street,1576,4985,77,20,65,1385,2019
Fall 2019,Green,Green Line,Weekday,6,Pm Peak,Saint Paul Street,638,4921,77,8,64,808,2019
Fall 2019,Green,Green Line,Weekday,6,Pm Peak,Summit Ave.,992,8668,77,13,113,490,2019
Fall 2019,Green,Green Line,Weekday,6,Pm Peak,Symphony,5227,36120,77,68,469,957,2019
Fall 2019,Green,Green Line,Weekday,6,Pm Peak,Tappan Street,429,6119,77,6,79,219,2019
Fall 2019,Green,Green Line,Weekday,6,Pm Peak,Waban,171,3207,77,2,42,478,2019
Fall 2019,Green,Green Line,Weekday,6,Pm Peak,Washington Street,1217,10887,77,16,141,249,2019
Fall 2019,Green,Green Line,Weekday,3,Am Peak,Chiswick Road,71,1156,77,1,15,63,2019
Fall 2019,Green,Green Line,Weekday,6,Pm Peak,Woodland,10,4603,77,0,60,419,2019
Fall 2019,Green,Green Line,Weekday,6,Pm Peak,Warren Street,770,12877,77,10,167,375,2019
Fall 2019,Green,Green Line,Weekday,7,Evening,Allston Street,745,9213,77,10,120,467,2019
Fall 2019,Green,Green Line,Weekday,7,Evening,Arlington,33369,27154,77,433,353,4756,2019
Fall 2019,Green,Green Line,Weekday,7,Evening,Babcock Street,1406,8919,77,18,116,1077,2019
Fall 2019,Green,Green Line,Weekday,7,Evening,Back of the Hill,0,2104,77,0,27,47,2019
Fall 2019,Green,Green Line,Weekday,3,Am Peak,Cleveland Circle,0,731,77,0,9,0,2019
Fall 2019,Green,Green Line,Weekday,3,Am Peak,Copley,55481,156773,77,721,2036,2505,2019
Fall 2019,Green,Green Line,Weekday,3,Am Peak,Coolidge Corner,1009,5445,77,13,71,77,2019
Fall 2019,Green,Green Line,Weekday,3,Am Peak,Dean Road,18,563,77,0,7,31,2019
Fall 2019,Green,Green Line,Weekday,3,Am Peak,Eliot,208,916,77,3,12,183,2019
Fall 2019,Green,Green Line,Weekday,3,Am Peak,Englewood Ave.,0,1676,77,0,22,9,2019
Fall 2019,Green,Green Line,Weekday,3,Am Peak,Fairbanks Street,168,601,77,2,8,59,2019
Fall 2019,Green,Green Line,Weekday,3,Am Peak,Fenwood Road,41,2266,77,1,29,76,2019
Fall 2019,Green,Green Line,Weekday,3,Am Peak,Fenway,1786,8451,77,23,110,511,2019
Fall 2019,Green,Green Line,Weekday,3,Am Peak,Government Center,201505,35643,77,2617,463,5919,2019
Fall 2019,Green,Green Line,Weekday,3,Am Peak,Griggs Street,939,1292,77,12,17,122,2019
Fall 2019,Green,Green Line,Weekday,3,Am Peak,Haymarket,73821,11682,77,959,152,3765,2019
Fall 2019,Green,Green Line,Weekday,3,Am Peak,Harvard Ave.,1525,5393,77,20,70,127,2019
Fall 2019,Green,Green Line,Weekday,3,Am Peak,Heath Street,0,2626,77,0,34,0,2019
Fall 2019,Green,Green Line,Weekday,3,Am Peak,Hawes Street,102,1510,77,1,20,155,2019
Fall 2019,Green,Green Line,Weekday,3,Am Peak,Hynes Convention Center,11841,50120,77,154,651,2386,2019
Fall 2019,Green,Green Line,Weekday,3,Am Peak,Kenmore,14351,90522,77,186,1176,466,2019
Fall 2019,Green,Green Line,Weekday,3,Am Peak,Kent Street,132,1019,77,2,13,143,2019
