Season,Route_Id,Route_Name,Day_Type_Name,Time_Period_Id,Time_Period_Name,Stop_Name,Total_Ons,Total_Offs,Number_Service_Days,Average_Ons,Average_Offs,Average_Flow,Year
Fall 2018,Green,Green Line,Sunday,11,Off Peak,Museum of Fine Arts,497,2815,5,99,563,2015,2018
Fall 2018,Green,Green Line,Weekday,1,Very Early Morning,Fairbanks Street,94,2,19,5,0,27,2018
Fall 2018,Green,Green Line,Sunday,11,Off Peak,Mission Park,77,1613,5,15,323,500,2018
Fall 2018,Green,Green Line,Weekday,2,Early Am,Tappan Street,288,3,19,15,0,60,2018
Fall 2018,Green,Green Line,Sunday,11,Off Peak,Newton Highlands,59,1371,5,12,274,1667,2018
Fall 2018,Green,Green Line,Weekday,1,Very Early Morning,Fenwood Road,44,6,19,2,0,13,2018
Fall 2018,Green,Green Line,Weekday,2,Early Am,Waban,802,8,19,42,0,208,2018
Fall 2018,Green,Green Line,Sunday,11,Off Peak,Newton Centre,36,2881,5,7,576,1930,2018
Fall 2018,Green,Green Line,Weekday,1,Very Early Morning,Fenway,98,83,19,5,4,141,2018
Fall 2018,Green,Green Line,Weekday,3,Am Peak,Museum of Fine Arts,1932,576,19,102,30,759,2018
Fall 2018,Green,Green Line,Saturday,10,Off Peak,Washington Square,101,1064,5,20,213,1011,2018
Fall 2018,Green,Green Line,Weekday,2,Early Am,Washington Street,766,25,19,40,1,116,2018
Fall 2018,Green,Green Line,Sunday,11,Off Peak,North Station,17910,1498,5,3582,300,6788,2018
Fall 2018,Green,Green Line,Weekday,1,Very Early Morning,Government Center,358,1790,19,19,94,78,2018
Fall 2018,Green,Green Line,Weekday,1,Very Early Morning,Griggs Street,279,22,19,15,1,89,2018
Fall 2018,Green,Green Line,Weekday,1,Very Early Morning,Haymarket,405,489,19,21,26,74,2018
Fall 2018,Green,Green Line,Weekday,1,Very Early Morning,Harvard Ave.,488,117,19,26,6,108,2018
Fall 2018,Green,Green Line,Weekday,1,Very Early Morning,Heath Street,49,0,19,3,0,3,2018
Fall 2018,Green,Green Line,Weekday,1,Very Early Morning,Hawes Street,54,3,19,3,0,59,2018
Fall 2018,Green,Green Line,Weekday,1,Very Early Morning,Hynes Convention Center,483,681,19,25,36,350,2018
Fall 2018,Green,Green Line,Weekday,1,Very Early Morning,Kenmore,907,372,19,48,20,361,2018
Fall 2018,Green,Green Line,Weekday,2,Early Am,Blandford Street,8,38,19,0,2,355,2018
Fall 2018,Green,Green Line,Weekday,1,Very Early Morning,Kent Street,70,5,19,4,0,57,2018
Fall 2018,Green,Green Line,Weekday,1,Very Early Morning,Boston College,47,0,19,2,0,2,2018
Fall 2018,Green,Green Line,Weekday,1,Very Early Morning,Lechmere,0,729,19,0,38,0,2018
Fall 2018,Green,Green Line,Weekday,1,Very Early Morning,Longwood Medical Area,121,6,19,6,0,21,2018
Fall 2018,Green,Green Line,Weekday,1,Very Early Morning,Longwood,187,295,19,10,16,140,2018
Fall 2018,Green,Green Line,Weekday,1,Very Early Morning,Museum of Fine Arts,69,4,19,4,0,25,2018
Fall 2018,Green,Green Line,Weekday,1,Very Early Morning,Mission Park,82,1,19,4,0,11,2018
Fall 2018,Green,Green Line,Weekday,1,Very Early Morning,Newton Highlands,310,0,19,16,0,83,2018
Fall 2018,Green,Green Line,Weekday,1,Very Early Morning,Newton Centre,489,0,19,26,0,109,2018
Fall 2018,Green,Green Line,Weekday,1,Very Early Morning,North Station,61,634,19,3,33,44,2018
Fall 2018,Green,Green Line,Weekday,1,Very Early Morning,Northeastern University,35,9,19,2,0,26,2018
Fall 2018,Green,Green Line,Weekday,1,Very Early Morning,Park Street,983,3490,19,52,184,153,2018
Fall 2018,Green,Green Line,Weekday,1,Very Early Morning,Pleasant Street,115,17,19,6,1,127,2018
Fall 2018,Green,Green Line,Weekday,1,Very Early Morning,Prudential,86,12,19,5,1,31,2018
Fall 2018,Green,Green Line,Weekday,1,Very Early Morning,Riverside,219,0,19,12,0,12,2018
Fall 2018,Green,Green Line,Weekday,1,Very Early Morning,Reservoir,288,32,19,15,2,126,2018
Fall 2018,Green,Green Line,Weekday,1,Very Early Morning,Riverway,27,1,19,1,0,7,2018
Fall 2018,Green,Green Line,Weekday,1,Very Early Morning,Saint Mary Street,76,8,19,4,0,63,2018
Fall 2018,Green,Green Line,Weekday,1,Very Early Morning,South Street,44,0,19,2,0,5,2018
Fall 2018,Green,Green Line,Weekday,1,Very Early Morning,Science Park,0,99,19,0,5,38,2018
Fall 2018,Green,Green Line,Weekday,1,Very Early Morning,Sutherland Road,215,5,19,11,0,25,2018
Fall 2018,Green,Green Line,Saturday,10,Off Peak,Science Park,7026,4961,5,1405,992,4707,2018
Fall 2018,Green,Green Line,Weekday,1,Very Early Morning,Saint Paul Street,56,13,19,3,1,130,2018
Fall 2018,Green,Green Line,Weekday,1,Very Early Morning,Saint Paul Street,127,6,19,7,0,53,2018
Fall 2018,Green,Green Line,Weekday,1,Very Early Morning,Summit Ave.,99,13,19,5,1,37,2018
Fall 2018,Green,Green Line,Weekday,1,Very Early Morning,Symphony,71,42,19,4,2,28,2018
Fall 2018,Green,Green Line,Weekday,1,Very Early Morning,Tappan Street,75,0,19,4,0,15,2018
Fall 2018,Green,Green Line,Weekday,1,Very Early Morning,Waban,202,0,19,11,0,59,2018
Fall 2018,Green,Green Line,Weekday,1,Very Early Morning,Washington Street,226,5,19,12,0,36,2018
Fall 2018,Green,Green Line,Weekday,1,Very Early Morning,Woodland,47,0,19,2,0,49,2018
Fall 2018,Green,Green Line,Weekday,1,Very Early Morning,Warren Street,561,5,19,30,0,65,2018
Fall 2018,Green,Green Line,Weekday,2,Early Am,Allston Street,497,22,19,26,1,188,2018
Fall 2018,Green,Green Line,Weekday,2,Early Am,Arlington,1019,2126,19,54,112,1117,2018
Fall 2018,Green,Green Line,Weekday,2,Early Am,Babcock Street,447,62,19,24,3,337,2018
Fall 2018,Green,Green Line,Weekday,2,Early Am,Back of the Hill,199,3,19,10,0,17,2018
Fall 2018,Green,Green Line,Weekday,2,Early Am,Beaconsfield,1005,39,19,53,2,498,2018
Fall 2018,Green,Green Line,Weekday,2,Early Am,Washington Square,393,8,19,21,0,80,2018
Fall 2018,Green,Green Line,Weekday,3,Am Peak,Mission Park,3103,150,19,163,8,403,2018
Fall 2018,Green,Green Line,Saturday,10,Off Peak,Sutherland Road,104,1739,5,21,348,708,2018
Fall 2018,Green,Green Line,Weekday,2,Early Am,Brandon Hall,289,3,19,15,0,121,2018
Fall 2018,Green,Green Line,Weekday,2,Early Am,Woodland,261,3,19,14,0,166,2018
Fall 2018,Green,Green Line,Saturday,10,Off Peak,Blandford Street,321,1373,5,64,275,5766,2018
Fall 2018,Green,Green Line,Sunday,11,Off Peak,Northeastern University,445,6317,5,89,1263,2479,2018
Fall 2018,Green,Green Line,Weekday,2,Early Am,Boylston,681,2732,19,36,144,1009,2018
Fall 2018,Green,Green Line,Weekday,2,Early Am,Warren Street,927,41,19,49,2,163,2018
Fall 2018,Green,Green Line,Weekday,3,Am Peak,Newton Highlands,4435,168,19,233,9,1178,2018
Fall 2018,Green,Green Line,Saturday,10,Off Peak,Brandon Hall,167,1109,5,33,222,1490,2018
Fall 2018,Green,Green Line,Sunday,11,Off Peak,Park Street,66819,29375,5,13364,5875,24803,2018
Fall 2018,Green,Green Line,Saturday,10,Off Peak,Saint Paul Street,675,1757,5,135,351,5225,2018
Fall 2018,Green,Green Line,Weekday,2,Early Am,Packards Corner,529,66,19,28,3,317,2018
Fall 2018,Green,Green Line,Weekday,3,Am Peak,Allston Street,3372,215,19,177,11,1246,2018
Fall 2018,Green,Green Line,Weekday,3,Am Peak,Newton Centre,7354,95,19,387,5,1560,2018
Fall 2018,Green,Green Line,Saturday,10,Off Peak,Boylston,23118,14197,5,4624,2839,36360,2018
Fall 2018,Green,Green Line,Sunday,11,Off Peak,Pleasant Street,338,2039,5,68,408,3839,2018
Fall 2018,Green,Green Line,Saturday,10,Off Peak,Saint Paul Street,189,1527,5,38,305,2762,2018
Fall 2018,Green,Green Line,Weekday,2,Early Am,Brookline Hills,613,216,19,32,11,519,2018
Fall 2018,Green,Green Line,Weekday,3,Am Peak,Arlington,5885,13887,19,310,731,7098,2018
Fall 2018,Green,Green Line,Weekday,3,Am Peak,Babcock Street,2062,706,19,109,37,2421,2018
Fall 2018,Green,Green Line,Weekday,3,Am Peak,Back of the Hill,1387,14,19,73,1,135,2018
Fall 2018,Green,Green Line,Weekday,3,Am Peak,Beaconsfield,3968,371,19,209,20,2100,2018
Fall 2018,Green,Green Line,Weekday,3,Am Peak,Washington Square,2842,58,19,150,3,737,2018
Fall 2018,Green,Green Line,Weekday,3,Am Peak,Blandford Street,150,1002,19,8,53,2247,2018
Fall 2018,Green,Green Line,Weekday,3,Am Peak,Brandon Hall,2778,81,19,146,4,1056,2018
Fall 2018,Green,Green Line,Weekday,3,Am Peak,Boylston,4367,17395,19,230,916,6412,2018
Fall 2018,Green,Green Line,Weekday,3,Am Peak,Packards Corner,5773,499,19,304,26,2350,2018
Fall 2018,Green,Green Line,Weekday,3,Am Peak,Brookline Hills,3469,747,19,183,39,2243,2018
Fall 2018,Green,Green Line,Weekday,3,Am Peak,Brigham Circle,2511,169,19,132,9,565,2018
Fall 2018,Green,Green Line,Weekday,3,Am Peak,Boston Univ. Central,173,2820,19,9,148,2374,2018
Fall 2018,Green,Green Line,Weekday,3,Am Peak,Boston Univ. East,294,1858,19,15,98,2292,2018
Fall 2018,Green,Green Line,Weekday,3,Am Peak,Boston Univ. West,880,1130,19,46,59,2514,2018
Fall 2018,Green,Green Line,Weekday,3,Am Peak,Brookline Village,5154,2552,19,271,134,2380,2018
Fall 2018,Green,Green Line,Weekday,3,Am Peak,Chestnut Hill,3115,444,19,164,23,1700,2018
Fall 2018,Green,Green Line,Weekday,3,Am Peak,Chestnut Hill Ave.,722,52,19,38,3,125,2018
Fall 2018,Green,Green Line,Weekday,3,Am Peak,Chiswick Road,2493,6,19,131,0,256,2018
Fall 2018,Green,Green Line,Weekday,3,Am Peak,Cleveland Circle,2138,0,19,113,0,113,2018
Fall 2018,Green,Green Line,Weekday,3,Am Peak,Copley,15350,26263,19,808,1382,7519,2018
Fall 2018,Green,Green Line,Weekday,3,Am Peak,Coolidge Corner,8202,513,19,432,27,1639,2018
Fall 2018,Green,Green Line,Weekday,3,Am Peak,Dean Road,3985,56,19,210,3,433,2018
Fall 2018,Green,Green Line,Weekday,3,Am Peak,Eliot,3818,67,19,201,4,953,2018
Fall 2018,Green,Green Line,Weekday,3,Am Peak,Englewood Ave.,2864,708,19,151,37,226,2018
Fall 2018,Green,Green Line,Weekday,3,Am Peak,Fairbanks Street,3393,37,19,179,2,914,2018
Fall 2018,Green,Green Line,Weekday,3,Am Peak,Fenwood Road,1079,344,19,57,18,441,2018
Fall 2018,Green,Green Line,Weekday,3,Am Peak,Fenway,3526,1524,19,186,80,2452,2018
Fall 2018,Green,Green Line,Weekday,3,Am Peak,Government Center,5926,35200,19,312,1853,1954,2018
Fall 2018,Green,Green Line,Weekday,3,Am Peak,Griggs Street,6143,169,19,323,9,1560,2018
Fall 2018,Green,Green Line,Weekday,3,Am Peak,Haymarket,3836,11213,19,202,590,1566,2018
Fall 2018,Green,Green Line,Weekday,3,Am Peak,Harvard Ave.,11486,1747,19,605,92,2073,2018
Fall 2018,Green,Green Line,Weekday,3,Am Peak,Heath Street,1196,0,19,63,0,63,2018
Fall 2018,Green,Green Line,Weekday,3,Am Peak,Hawes Street,1126,564,19,59,30,1913,2018
Fall 2018,Green,Green Line,Weekday,3,Am Peak,Hynes Convention Center,11885,16094,19,626,847,6814,2018
Fall 2018,Green,Green Line,Weekday,3,Am Peak,Kenmore,17969,11475,19,946,604,7036,2018
Fall 2018,Green,Green Line,Weekday,3,Am Peak,Kent Street,1942,184,19,102,10,1883,2018
Fall 2018,Green,Green Line,Weekday,3,Am Peak,Boston College,1326,0,19,70,0,70,2018
Fall 2018,Green,Green Line,Weekday,3,Am Peak,Lechmere,0,15862,19,0,835,0,2018
Fall 2018,Green,Green Line,Weekday,3,Am Peak,Longwood Medical Area,2649,311,19,139,16,688,2018
Fall 2018,Green,Green Line,Saturday,10,Off Peak,Packards Corner,701,3356,5,140,671,3905,2018
Fall 2018,Green,Green Line,Weekday,2,Early Am,Brigham Circle,252,19,19,13,1,66,2018
Fall 2018,Green,Green Line,Saturday,10,Off Peak,Brookline Hills,1376,1864,5,275,373,4865,2018
Fall 2018,Green,Green Line,Weekday,3,Am Peak,North Station,3774,14758,19,199,777,988,2018
Fall 2018,Green,Green Line,Saturday,10,Off Peak,Summit Ave.,422,1393,5,84,279,1679,2018
Fall 2018,Green,Green Line,Sunday,11,Off Peak,Prudential,1572,7397,5,314,1479,4689,2018
Fall 2018,Green,Green Line,Weekday,3,Am Peak,Northeastern University,808,657,19,43,35,767,2018
Fall 2018,Green,Green Line,Weekday,2,Early Am,Boston Univ. Central,42,113,19,2,6,360,2018
Fall 2018,Green,Green Line,Saturday,10,Off Peak,Symphony,1250,9780,5,250,1956,5747,2018
Fall 2018,Green,Green Line,Sunday,11,Off Peak,Riverside,0,1529,5,0,306,0,2018
Fall 2018,Green,Green Line,Weekday,3,Am Peak,Park Street,21978,77405,19,1157,4074,3495,2018
Fall 2018,Green,Green Line,Weekday,2,Early Am,Boston Univ. East,28,99,19,1,5,356,2018
Fall 2018,Green,Green Line,Saturday,10,Off Peak,Tappan Street,109,1177,5,22,235,798,2018
Fall 2018,Green,Green Line,Saturday,10,Off Peak,Brigham Circle,193,2493,5,39,499,1297,2018
Fall 2018,Green,Green Line,Sunday,11,Off Peak,Reservoir,648,2665,5,130,533,2736,2018
Fall 2018,Green,Green Line,Weekday,3,Am Peak,Pleasant Street,2525,560,19,133,29,2525,2018
Fall 2018,Green,Green Line,Weekday,2,Early Am,Boston Univ. West,191,81,19,10,4,364,2018
Fall 2018,Green,Green Line,Saturday,10,Off Peak,Waban,13,1201,5,3,240,1872,2018
Fall 2018,Green,Green Line,Saturday,10,Off Peak,Boston Univ. Central,1354,1306,5,271,261,5627,2018
Fall 2018,Green,Green Line,Sunday,11,Off Peak,Riverway,42,1150,5,8,230,279,2018
Fall 2018,Green,Green Line,Weekday,3,Am Peak,Prudential,4718,1011,19,248,53,1279,2018
Fall 2018,Green,Green Line,Saturday,10,Off Peak,Washington Street,405,2759,5,81,552,1035,2018
Fall 2018,Green,Green Line,Weekday,2,Early Am,Brookline Village,871,863,19,46,45,519,2018
Fall 2018,Green,Green Line,Saturday,10,Off Peak,Boston Univ. East,906,1648,5,181,330,5617,2018
Fall 2018,Green,Green Line,Sunday,11,Off Peak,Saint Mary Street,381,2848,5,76,570,2582,2018
Fall 2018,Green,Green Line,Weekday,3,Am Peak,Riverside,2372,0,19,125,0,125,2018
Fall 2018,Green,Green Line,Weekday,2,Early Am,Chestnut Hill,687,60,19,36,3,398,2018
Fall 2018,Green,Green Line,Saturday,10,Off Peak,Woodland,6,1143,5,1,229,1645,2018
Fall 2018,Green,Green Line,Weekday,2,Early Am,Chestnut Hill Ave.,131,6,19,7,0,19,2018
Fall 2018,Green,Green Line,Weekday,2,Early Am,Chiswick Road,388,2,19,20,0,39,2018
Fall 2018,Green,Green Line,Sunday,11,Off Peak,South Street,4,483,5,1,97,103,2018
Fall 2018,Green,Green Line,Weekday,3,Am Peak,Reservoir,4657,657,19,245,35,1911,2018
Fall 2018,Green,Green Line,Saturday,10,Off Peak,Warren Street,599,3213,5,120,643,1506,2018
Fall 2018,Green,Green Line,Saturday,10,Off Peak,Boston Univ. West,733,1661,5,147,332,5441,2018
Fall 2018,Green,Green Line,Weekday,2,Early Am,Cleveland Circle,153,0,19,8,0,8,2018
Fall 2018,Green,Green Line,Sunday,11,Off Peak,Science Park,5816,4321,5,1163,864,3506,2018
Fall 2018,Green,Green Line,Weekday,3,Am Peak,Riverway,2189,58,19,115,3,247,2018
Fall 2018,Green,Green Line,Saturday,10,Off Peak,Brookline Village,1003,3897,5,201,779,4963,2018
Fall 2018,Green,Green Line,Sunday,11,Off Peak,Allston Street,372,1825,5,74,365,1581,2018
Fall 2018,Green,Green Line,Weekday,2,Early Am,Copley,1688,3656,19,89,192,1175,2018
Fall 2018,Green,Green Line,Sunday,11,Off Peak,Sutherland Road,83,1359,5,17,272,493,2018
Fall 2018,Green,Green Line,Saturday,10,Off Peak,Chestnut Hill,1071,2277,5,214,455,3472,2018
Fall 2018,Green,Green Line,Weekday,3,Am Peak,Saint Mary Street,2271,720,19,120,38,1995,2018
Fall 2018,Green,Green Line,Sunday,11,Off Peak,Arlington,9589,11270,5,1918,2254,26292,2018
Fall 2018,Green,Green Line,Weekday,2,Early Am,Coolidge Corner,744,66,19,39,3,172,2018
Fall 2018,Green,Green Line,Sunday,11,Off Peak,Saint Paul Street,486,1091,5,97,218,4179,2018
Fall 2018,Green,Green Line,Saturday,10,Off Peak,Chestnut Hill Ave.,90,730,5,18,146,328,2018
Fall 2018,Green,Green Line,Weekday,3,Am Peak,South Street,1100,722,19,58,38,90,2018
Fall 2018,Green,Green Line,Sunday,11,Off Peak,Babcock Street,498,2128,5,100,426,3513,2018
Fall 2018,Green,Green Line,Weekday,2,Early Am,Dean Road,413,8,19,22,0,45,2018
Fall 2018,Green,Green Line,Sunday,11,Off Peak,Saint Paul Street,179,1301,5,36,260,2215,2018
Fall 2018,Green,Green Line,Saturday,10,Off Peak,Chiswick Road,66,1327,5,13,265,456,2018
Fall 2018,Green,Green Line,Weekday,3,Am Peak,Science Park,45,2956,19,2,156,835,2018
Fall 2018,Green,Green Line,Sunday,11,Off Peak,Back of the Hill,0,441,5,0,88,190,2018
Fall 2018,Green,Green Line,Weekday,2,Early Am,Eliot,535,11,19,28,1,235,2018
Fall 2018,Green,Green Line,Sunday,11,Off Peak,Summit Ave.,369,1321,5,74,264,1361,2018
Fall 2018,Green,Green Line,Saturday,10,Off Peak,Cleveland Circle,0,1082,5,0,216,0,2018
Fall 2018,Green,Green Line,Saturday,10,Off Peak,Copley,22765,40135,5,4553,8027,19533,2018
Fall 2018,Green,Green Line,Saturday,10,Off Peak,Coolidge Corner,2095,6542,5,419,1308,1873,2018
Fall 2018,Green,Green Line,Saturday,10,Off Peak,Dean Road,104,1306,5,21,261,557,2018
Fall 2018,Green,Green Line,Saturday,10,Off Peak,Eliot,60,1113,5,12,223,2110,2018
Fall 2018,Green,Green Line,Saturday,10,Off Peak,Englewood Ave.,5,1709,5,1,342,216,2018
Fall 2018,Green,Green Line,Saturday,10,Off Peak,Fairbanks Street,74,1508,5,15,302,1204,2018
Fall 2018,Green,Green Line,Saturday,10,Off Peak,Fenwood Road,61,1474,5,12,295,1015,2018
Fall 2018,Green,Green Line,Saturday,10,Off Peak,Fenway,556,4082,5,111,816,5578,2018
Fall 2018,Green,Green Line,Saturday,10,Off Peak,Government Center,61006,9354,5,12201,1871,25569,2018
Fall 2018,Green,Green Line,Saturday,10,Off Peak,Griggs Street,810,2471,5,162,494,2279,2018
Fall 2018,Green,Green Line,Saturday,10,Off Peak,Haymarket,35574,4842,5,7115,968,15239,2018
Fall 2018,Green,Green Line,Saturday,10,Off Peak,Harvard Ave.,2986,9455,5,597,1891,2611,2018
Fall 2018,Green,Green Line,Saturday,10,Off Peak,Heath Street,0,1215,5,0,243,0,2018
Fall 2018,Green,Green Line,Saturday,10,Off Peak,Hawes Street,933,1242,5,187,248,3172,2018
Fall 2018,Green,Green Line,Saturday,10,Off Peak,Hynes Convention Center,15441,22770,5,3088,4554,21518,2018
Fall 2018,Green,Green Line,Saturday,10,Off Peak,Kenmore,12086,38963,5,2417,7793,5381,2018
Fall 2018,Green,Green Line,Saturday,10,Off Peak,Kent Street,173,880,5,35,176,3030,2018
Fall 2018,Green,Green Line,Saturday,10,Off Peak,Boston College,0,985,5,0,197,0,2018
Fall 2018,Green,Green Line,Saturday,10,Off Peak,Lechmere,21469,0,5,4294,0,4294,2018
Fall 2018,Green,Green Line,Saturday,10,Off Peak,Longwood Medical Area,304,4112,5,61,822,1757,2018
Fall 2018,Green,Green Line,Saturday,10,Off Peak,Longwood,2120,2301,5,424,460,5542,2018
Fall 2018,Green,Green Line,Saturday,10,Off Peak,Museum of Fine Arts,580,3909,5,116,782,2519,2018
Fall 2018,Green,Green Line,Saturday,10,Off Peak,Mission Park,102,2066,5,20,413,622,2018
Fall 2018,Green,Green Line,Saturday,10,Off Peak,Newton Highlands,188,2059,5,38,412,2321,2018
Fall 2018,Green,Green Line,Saturday,10,Off Peak,Newton Centre,83,3966,5,17,793,2695,2018
Fall 2018,Green,Green Line,Saturday,10,Off Peak,North Station,23632,1706,5,4726,341,9092,2018
Fall 2018,Green,Green Line,Saturday,10,Off Peak,Northeastern University,503,13316,5,101,2663,3185,2018
Fall 2018,Green,Green Line,Saturday,10,Off Peak,Park Street,88425,43390,5,17685,8678,34576,2018
Fall 2018,Green,Green Line,Saturday,10,Off Peak,Pleasant Street,473,2509,5,95,502,4817,2018
Fall 2018,Green,Green Line,Saturday,10,Off Peak,Prudential,1990,10633,5,398,2127,7453,2018
Fall 2018,Green,Green Line,Saturday,10,Off Peak,Riverside,0,2056,5,0,411,0,2018
Fall 2018,Green,Green Line,Saturday,10,Off Peak,Reservoir,932,4420,5,186,884,3713,2018
Fall 2018,Green,Green Line,Saturday,10,Off Peak,Riverway,10,1340,5,2,268,356,2018
Fall 2018,Green,Green Line,Saturday,10,Off Peak,Saint Mary Street,366,3612,5,73,722,3233,2018
Fall 2018,Green,Green Line,Weekday,2,Early Am,Englewood Ave.,291,0,19,15,0,23,2018
Fall 2018,Green,Green Line,Weekday,3,Am Peak,Sutherland Road,5590,94,19,294,5,545,2018
Fall 2018,Green,Green Line,Sunday,11,Off Peak,Symphony,976,6155,5,195,1231,3653,2018
Fall 2018,Green,Green Line,Sunday,11,Off Peak,Beaconsfield,244,2127,5,49,425,3140,2018
Fall 2018,Green,Green Line,Weekday,2,Early Am,Fairbanks Street,495,2,19,26,0,106,2018
Fall 2018,Green,Green Line,Weekday,3,Am Peak,Saint Paul Street,894,857,19,47,45,2527,2018
Fall 2018,Green,Green Line,Sunday,11,Off Peak,Tappan Street,63,980,5,13,196,661,2018
Fall 2018,Green,Green Line,Sunday,11,Off Peak,Washington Square,58,717,5,12,143,845,2018
Fall 2018,Green,Green Line,Weekday,2,Early Am,Fenwood Road,223,29,19,12,2,54,2018
Fall 2018,Green,Green Line,Weekday,3,Am Peak,Saint Paul Street,3154,266,19,166,14,1791,2018
Fall 2018,Green,Green Line,Sunday,11,Off Peak,Waban,11,764,5,2,153,1373,2018
Fall 2018,Green,Green Line,Sunday,11,Off Peak,Blandford Street,226,774,5,45,155,4507,2018
Fall 2018,Green,Green Line,Weekday,2,Early Am,Fenway,496,305,19,26,16,512,2018
Fall 2018,Green,Green Line,Weekday,3,Am Peak,Summit Ave.,3668,272,19,193,14,1234,2018
Fall 2018,Green,Green Line,Sunday,11,Off Peak,Washington Street,304,2082,5,61,416,748,2018
Fall 2018,Green,Green Line,Sunday,11,Off Peak,Brandon Hall,108,914,5,22,183,1200,2018
Fall 2018,Green,Green Line,Weekday,2,Early Am,Government Center,1690,7453,19,89,392,410,2018
Fall 2018,Green,Green Line,Weekday,3,Am Peak,Symphony,6863,834,19,361,44,1084,2018
Fall 2018,Green,Green Line,Sunday,11,Off Peak,Woodland,10,762,5,2,152,1223,2018
Fall 2018,Green,Green Line,Sunday,11,Off Peak,Boylston,18848,9722,5,3770,1944,26628,2018
Fall 2018,Green,Green Line,Weekday,2,Early Am,Griggs Street,647,10,19,34,1,221,2018
Fall 2018,Green,Green Line,Weekday,3,Am Peak,Tappan Street,3046,51,19,160,3,590,2018
Fall 2018,Green,Green Line,Sunday,11,Off Peak,Warren Street,399,2784,5,80,557,1104,2018
Fall 2018,Green,Green Line,Sunday,11,Off Peak,Packards Corner,525,2449,5,105,490,3128,2018
Fall 2018,Green,Green Line,Weekday,2,Early Am,Haymarket,1126,2290,19,59,121,348,2018
Fall 2018,Green,Green Line,Weekday,3,Am Peak,Waban,3598,41,19,189,2,756,2018
Fall 2018,Green,Green Line,Weekday,1,Very Early Morning,Allston Street,187,3,19,10,0,75,2018
Fall 2018,Green,Green Line,Sunday,11,Off Peak,Brookline Hills,1033,1392,5,207,278,3516,2018
Fall 2018,Green,Green Line,Weekday,2,Early Am,Harvard Ave.,1650,300,19,87,16,292,2018
Fall 2018,Green,Green Line,Weekday,3,Am Peak,Washington Street,4544,278,19,239,15,770,2018
Fall 2018,Green,Green Line,Weekday,1,Very Early Morning,Arlington,76,599,19,4,32,332,2018
Fall 2018,Green,Green Line,Weekday,1,Very Early Morning,Babcock Street,169,14,19,9,1,122,2018
Fall 2018,Green,Green Line,Weekday,1,Very Early Morning,Back of the Hill,53,2,19,3,0,5,2018
Fall 2018,Green,Green Line,Weekday,1,Very Early Morning,Beaconsfield,328,18,19,17,1,143,2018
Fall 2018,Green,Green Line,Weekday,1,Very Early Morning,Washington Square,151,0,19,8,0,23,2018
Fall 2018,Green,Green Line,Weekday,1,Very Early Morning,Blandford Street,6,21,19,0,1,128,2018
Fall 2018,Green,Green Line,Weekday,1,Very Early Morning,Brandon Hall,92,2,19,5,0,32,2018
Fall 2018,Green,Green Line,Weekday,1,Very Early Morning,Boylston,148,1033,19,8,54,285,2018
Fall 2018,Green,Green Line,Weekday,1,Very Early Morning,Packards Corner,134,23,19,7,1,114,2018
Fall 2018,Green,Green Line,Weekday,1,Very Early Morning,Brookline Hills,168,50,19,9,3,149,2018
Fall 2018,Green,Green Line,Weekday,1,Very Early Morning,Brigham Circle,45,0,19,2,0,15,2018
Fall 2018,Green,Green Line,Weekday,1,Very Early Morning,Boston Univ. Central,38,50,19,2,3,129,2018
Fall 2018,Green,Green Line,Weekday,1,Very Early Morning,Boston Univ. East,31,22,19,2,1,129,2018
Fall 2018,Green,Green Line,Weekday,1,Very Early Morning,Boston Univ. West,30,32,19,2,2,129,2018
Fall 2018,Green,Green Line,Weekday,1,Very Early Morning,Brookline Village,185,243,19,10,13,146,2018
Fall 2018,Green,Green Line,Weekday,1,Very Early Morning,Chestnut Hill,80,6,19,4,0,113,2018
Fall 2018,Green,Green Line,Weekday,1,Very Early Morning,Chestnut Hill Ave.,49,0,19,3,0,7,2018
Fall 2018,Green,Green Line,Weekday,1,Very Early Morning,Chiswick Road,120,3,19,6,0,14,2018
Fall 2018,Green,Green Line,Weekday,1,Very Early Morning,Cleveland Circle,42,0,19,2,0,2,2018
Fall 2018,Green,Green Line,Weekday,1,Very Early Morning,Copley,577,996,19,30,52,360,2018
Fall 2018,Green,Green Line,Weekday,1,Very Early Morning,Coolidge Corner,218,19,19,11,1,47,2018
Fall 2018,Green,Green Line,Weekday,2,Early Am,Heath Street,135,0,19,7,0,7,2018
Fall 2018,Green,Green Line,Sunday,11,Off Peak,Brigham Circle,198,1665,5,40,333,1082,2018
Fall 2018,Green,Green Line,Weekday,3,Am Peak,Woodland,1387,72,19,73,4,568,2018
Fall 2018,Green,Green Line,Weekday,2,Early Am,Hawes Street,158,23,19,8,1,229,2018
Fall 2018,Green,Green Line,Sunday,11,Off Peak,Boston Univ. Central,1166,897,5,233,179,4431,2018
Fall 2018,Green,Green Line,Weekday,3,Am Peak,Warren Street,6147,260,19,324,14,1079,2018
Fall 2018,Green,Green Line,Weekday,2,Early Am,Hynes Convention Center,1610,2379,19,85,125,1117,2018
Fall 2018,Green,Green Line,Sunday,11,Off Peak,Boston Univ. East,591,1240,5,118,248,4377,2018
Fall 2018,Green,Green Line,Sunday,11,Off Peak,Boston Univ. West,639,1293,5,128,259,4300,2018
